,,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,TeslaLocation
"200 110th Ave Bellevue, WA 98004",13,uls9pCj4BseGfkxXfpAaeQ,hokkaido-ramen-santouka-bellevue-bellevue,Hokkaido Ramen Santouka - Bellevue,https://s3-media1.fl.yelpcdn.com/bphoto/6J_DNkERk0uOr6yLuUEALg/o.jpg,False,https://www.yelp.com/biz/hokkaido-ramen-santouka-bellevue-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,796,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"{'latitude': 47.6113839, 'longitude': -122.20193}","['delivery', 'pickup']",$$,"{'address1': '103 Bellevue Way NE', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['103 Bellevue Way NE', 'Bellevue, WA 98004']}",+14254620141,(425) 462-0141,734.9780685022215,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",14,_X8Gem2YA1s2crAJIwZCNg,cactus-restaurants-bellevue,Cactus Restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/UdrG5DsQz7VRf8Ny0V0fTw/o.jpg,False,https://www.yelp.com/biz/cactus-restaurants-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,779,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'newmexican', 'title': 'New Mexican Cuisine'}]",4.0,"{'latitude': 47.6168093, 'longitude': -122.202054}",['delivery'],$$,"{'address1': '535 Bellevue Sq', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['535 Bellevue Sq', 'Bellevue, WA 98004']}",+14254554321,(425) 455-4321,596.4263874150766,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",15,aMrtEaVWyMj9SlmNE7f4KA,tavern-hall-bellevue-2,Tavern Hall,https://s3-media3.fl.yelpcdn.com/bphoto/v4yvmKyMghh9NymG0aPlUQ/o.jpg,False,https://www.yelp.com/biz/tavern-hall-bellevue-2?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,741,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,"{'latitude': 47.6166631589067, 'longitude': -122.201900290213}","['delivery', 'pickup']",$$,"{'address1': '505 Bellevue Sq', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['505 Bellevue Sq', 'Bellevue, WA 98004']}",+14254547500,(425) 454-7500,581.5625334378972,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",16,vmy0Csf5YEywg_geEA3tCA,ginza-bellevue,Ginza,https://s3-media4.fl.yelpcdn.com/bphoto/gOd_TgNxY_DxtbFBtE5Vtw/o.jpg,False,https://www.yelp.com/biz/ginza-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,737,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",3.5,"{'latitude': 47.60986, 'longitude': -122.20425}",['delivery'],$$,"{'address1': '103 102nd Ave SE', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['103 102nd Ave SE', 'Bellevue, WA 98004']}",+14257097072,(425) 709-7072,982.9145364252746,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",17,pLKi8-z4yj07mWoUj5Dfyw,fogo-de-chao-brazilian-steakhouse-bellevue-9,Fogo de Chao Brazilian Steakhouse,https://s3-media3.fl.yelpcdn.com/bphoto/XUL6kJ5A-SLBTHSH4ZxRFQ/o.jpg,False,https://www.yelp.com/biz/fogo-de-chao-brazilian-steakhouse-bellevue-9?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,724,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"{'latitude': 47.614539, 'longitude': -122.201278}",['delivery'],$$$,"{'address1': '440 Bellevue Way NE', 'address2': '', 'address3': None, 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['440 Bellevue Way NE', 'Bellevue, WA 98004']}",+14254504004,(425) 450-4004,533.6279959606657,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",18,gxsirnsHHzl6P6XNIvVfeg,13-coins-restaurant-bellevue,13 Coins Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/j14CTjyh0RtPe-dXiJeRkA/o.jpg,False,https://www.yelp.com/biz/13-coins-restaurant-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,715,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}]",3.0,"{'latitude': 47.6182823181152, 'longitude': -122.201026916504}","['delivery', 'pickup']",$$,"{'address1': '900 Bellevue Way NE', 'address2': 'Ste 100', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['900 Bellevue Way NE', 'Ste 100', 'Bellevue, WA 98004']}",+14254551313,(425) 455-1313,587.526719612085,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",19,62CCnonJjUrXv2WfN4N_xA,ascend-prime-steak-and-sushi-bellevue,Ascend Prime Steak & Sushi,https://s3-media2.fl.yelpcdn.com/bphoto/On9iuiy0d9KNqj1G3xmPrQ/o.jpg,False,https://www.yelp.com/biz/ascend-prime-steak-and-sushi-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,710,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 47.614132, 'longitude': -122.200558}","['delivery', 'pickup']",$$$$,"{'address1': '10400 NE 4th St', 'address2': 'Ste 3100', 'address3': None, 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['10400 NE 4th St', 'Ste 3100', 'Bellevue, WA 98004']}",+14256252080,(425) 625-2080,493.56138258473993,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",20,n0zWJbWXcDk7DHzl7-1QTg,el-gaucho-bellevue-bellevue-2,El Gaucho - Bellevue,https://s3-media4.fl.yelpcdn.com/bphoto/LiJjrTX34UGhiVnOJkN11w/o.jpg,False,https://www.yelp.com/biz/el-gaucho-bellevue-bellevue-2?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,682,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 47.6145724207163, 'longitude': -122.196137309074}",['delivery'],$$$$,"{'address1': '450 108th Ave NE', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['450 108th Ave NE', 'Bellevue, WA 98004']}",+14254552715,(425) 455-2715,170.53521460632044,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",21,wk5zGwe_czrEZ0RjzwXqGA,garlic-crush-bellevue,Garlic Crush,https://s3-media1.fl.yelpcdn.com/bphoto/CgLub-e11f27K-meteZ6KQ/o.jpg,False,https://www.yelp.com/biz/garlic-crush-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,678,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'kebab', 'title': 'Kebab'}]",3.5,"{'latitude': 47.611445, 'longitude': -122.201222}","['delivery', 'pickup']",$$,"{'address1': '102 Bellevue Way NE', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['102 Bellevue Way NE', 'Bellevue, WA 98004']}",+14254552235,(425) 455-2235,690.0744107568893,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",22,-QAnnm1Vjz3QT30IolxLPA,gilberts-main-street-bagel-deli-bellevue,Gilbert's on Main,https://s3-media2.fl.yelpcdn.com/bphoto/S7eDuvW3Ej5z55tOlilYvw/o.jpg,False,https://www.yelp.com/biz/gilberts-main-street-bagel-deli-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,671,"[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 47.6103873117493, 'longitude': -122.206420898438}",['delivery'],$$,"{'address1': '10024 Main St', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['10024 Main St', 'Bellevue, WA 98004']}",+14254555650,(425) 455-5650,1073.6017763688799,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",23,jJubx-ZsbtvkYOLRMdGhrQ,wild-ginger-bellevue-5,Wild Ginger,https://s3-media1.fl.yelpcdn.com/bphoto/un7rKhYZABKctJ5ivYfOYQ/o.jpg,False,https://www.yelp.com/biz/wild-ginger-bellevue-5?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,664,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'panasian', 'title': 'Pan Asian'}]",3.0,"{'latitude': 47.61498, 'longitude': -122.201305}","['delivery', 'pickup']",$$,"{'address1': '508 Bellevue Way NE', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['508 Bellevue Way NE', 'Bellevue, WA 98004']}",+14254958889,(425) 495-8889,527.4850431630297,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",24,gfGUp9Fxaj47MX9mF5IfAw,black-bottle-bellevue,Black Bottle,https://s3-media3.fl.yelpcdn.com/bphoto/dFlhEZBlEslzCkPdM6lVRA/o.jpg,False,https://www.yelp.com/biz/black-bottle-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,663,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.0,"{'latitude': 47.618581, 'longitude': -122.201836}",['delivery'],$$,"{'address1': '919 Bellevue Way NE', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['919 Bellevue Way NE', 'Bellevue, WA 98004']}",+14252235143,(425) 223-5143,656.4843021685463,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",25,jhlLpTy1A8sbp8onBF9AAg,boiling-point-bellevue,Boiling Point,https://s3-media2.fl.yelpcdn.com/bphoto/3JaoVI-y2ZOWpaO2Hcz40Q/o.jpg,False,https://www.yelp.com/biz/boiling-point-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,652,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'hotpot', 'title': 'Hot Pot'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",3.5,"{'latitude': 47.6200507223398, 'longitude': -122.202668649304}",['delivery'],$$,"{'address1': '1075 Bellevue Way NE', 'address2': 'Ste B4', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['1075 Bellevue Way NE', 'Ste B4', 'Bellevue, WA 98004']}",+14254558375,(425) 455-8375,801.2583111999281,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",26,wUOOAjZcnE2sOd2_9SSyJw,the-dolar-shop-bellevue,The Dolar Shop,https://s3-media4.fl.yelpcdn.com/bphoto/0VqDDddflGqZPzxmVRE6kw/o.jpg,False,https://www.yelp.com/biz/the-dolar-shop-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,646,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotpot', 'title': 'Hot Pot'}]",4.0,"{'latitude': 47.61572, 'longitude': -122.19318}","['delivery', 'restaurant_reservation', 'pickup']",$$$,"{'address1': '11020 NE 6th St', 'address2': 'Ste 90', 'address3': None, 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['11020 NE 6th St', 'Ste 90', 'Bellevue, WA 98004']}",+14253908888,(425) 390-8888,80.08263869234834,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",27,aOWPJ5oMxAmFzPBV0AjZhw,chick-fil-a-bellevue-3,Chick-fil-A,https://s3-media2.fl.yelpcdn.com/bphoto/jo4MYt-_YcSEiZC86eFPcA/o.jpg,False,https://www.yelp.com/biz/chick-fil-a-bellevue-3?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,640,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",3.5,"{'latitude': 47.6167791, 'longitude': -122.1862493}",[],$,"{'address1': '785 116th Ave NE', 'address2': '', 'address3': None, 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['785 116th Ave NE', 'Bellevue, WA 98004']}",+14254541758,(425) 454-1758,620.0938768384664,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",28,AEA1zozndcWfGdv5JPsRfg,el-rinconsito-bellevue-bellevue-3,El Rinconsito - Bellevue,https://s3-media3.fl.yelpcdn.com/bphoto/3GAW3K8hDRXCHYOmrmflFg/o.jpg,False,https://www.yelp.com/biz/el-rinconsito-bellevue-bellevue-3?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,631,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 47.6305885486395, 'longitude': -122.154305486303}",['delivery'],$,"{'address1': '2255 140th Ne Ave', 'address2': 'Ste A', 'address3': '', 'city': 'Bellevue', 'zip_code': '98005', 'country': 'US', 'state': 'WA', 'display_address': ['2255 140th Ne Ave', 'Ste A', 'Bellevue, WA 98005']}",+14256412524,(425) 641-2524,3433.510114599332,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",29,QWtYWW8a7Ol44JYoD3UeZQ,pearl-bellevue-2,Pearl,https://s3-media2.fl.yelpcdn.com/bphoto/UiJpq7yK0evmA3tEYiFaCg/o.jpg,False,https://www.yelp.com/biz/pearl-bellevue-2?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,610,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"{'latitude': 47.616267, 'longitude': -122.201064}",['delivery'],$$,"{'address1': '700 Bellevue Way NE', 'address2': 'Ste 50', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['700 Bellevue Way NE', 'Ste 50', 'Bellevue, WA 98004']}",+14254550181,(425) 455-0181,511.80931118324224,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",30,8L2tddKDiERlPaX-CkuSUA,monsoon-bellevue-bellevue-3,Monsoon Bellevue,https://s3-media2.fl.yelpcdn.com/bphoto/dDjTN7_KSbZabc_IBReWgQ/o.jpg,False,https://www.yelp.com/biz/monsoon-bellevue-bellevue-3?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,610,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'bars', 'title': 'Bars'}]",3.5,"{'latitude': 47.60992, 'longitude': -122.20323}","['delivery', 'pickup']",$$,"{'address1': '10245 Main St', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['10245 Main St', 'Bellevue, WA 98004']}",+14256351112,(425) 635-1112,919.0180787241051,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",31,jr8iTFk9-lbvftvjtueUVA,barons-sino-kitchen-and-bar-bellevue-3,Baron's Sino Kitchen & Bar,https://s3-media2.fl.yelpcdn.com/bphoto/zxHg6_1y2T8MO0TzbIxd-A/o.jpg,False,https://www.yelp.com/biz/barons-sino-kitchen-and-bar-bellevue-3?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,592,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"{'latitude': 47.614979, 'longitude': -122.201034}","['delivery', 'pickup']",$$$,"{'address1': '500 Bellevue Way NE', 'address2': 'Fl 2, Ste 210', 'address3': None, 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['500 Bellevue Way NE', 'Fl 2, Ste 210', 'Bellevue, WA 98004']}",+14253630000,(425) 363-0000,507.3392011095296,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",32,cu_Vv_q7u_hkMonUZzr0Bg,p-f-changs-bellevue,P.F. Chang's,https://s3-media2.fl.yelpcdn.com/bphoto/udTQ61n8Jr17OkYRSlbmpQ/o.jpg,False,https://www.yelp.com/biz/p-f-changs-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,573,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]",2.5,"{'latitude': 47.616796, 'longitude': -122.202051}","['delivery', 'pickup']",$$,"{'address1': '525 Bellevue Sq', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['525 Bellevue Sq', 'Bellevue, WA 98004']}",+14256373582,(425) 637-3582,595.8625414720944,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",33,wVc-stwR5NV_B5XUdBkKwQ,moksha-bellevue,Moksha,https://s3-media4.fl.yelpcdn.com/bphoto/tW0nHQ72R6KWvQ4QSK6ZRQ/o.jpg,False,https://www.yelp.com/biz/moksha-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,566,"[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",3.0,"{'latitude': 47.616628, 'longitude': -122.202077}","['delivery', 'pickup']",$$,"{'address1': '515 Bellevue Way NE', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['515 Bellevue Way NE', 'Bellevue, WA 98004']}",+14254275787,(425) 427-5787,593.7109872901169,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",34,TYYGcnXz5CjTOCZDgFquRw,the-crab-pot-bellevue-bellevue,The Crab Pot Bellevue,https://s3-media4.fl.yelpcdn.com/bphoto/8oLih55PoEPhFLFV650B4w/o.jpg,False,https://www.yelp.com/biz/the-crab-pot-bellevue-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,545,"[{'alias': 'seafood', 'title': 'Seafood'}]",3.0,"{'latitude': 47.6203079223633, 'longitude': -122.180404663086}",['delivery'],$$$,"{'address1': '2 Lake Bellevue Dr', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98005', 'country': 'US', 'state': 'WA', 'display_address': ['2 Lake Bellevue Dr', 'Bellevue, WA 98005']}",+14254552244,(425) 455-2244,1159.9657860546777,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",35,YwIFNb3dlj6GOcrvjwlF2A,ruths-chris-steak-house-bellevue,Ruth's Chris Steak House,https://s3-media3.fl.yelpcdn.com/bphoto/DBUkKJJoUOwHS7YEA4qt9A/o.jpg,False,https://www.yelp.com/biz/ruths-chris-steak-house-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,530,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",3.5,"{'latitude': 47.617214, 'longitude': -122.203032}","['delivery', 'pickup']",$$$,"{'address1': '565 Bellevue Sq', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['565 Bellevue Sq', 'Bellevue, WA 98004']}",+14254511550,(425) 451-1550,714.1876789836301,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",36,CvLFyOEAtAOmDAMxOjM1Eg,chaces-pancake-corral-bellevue,Chace's Pancake Corral,https://s3-media2.fl.yelpcdn.com/bphoto/4LYSpBL8m3OEmlf85aqj8A/o.jpg,False,https://www.yelp.com/biz/chaces-pancake-corral-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,522,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pancakes', 'title': 'Pancakes'}]",3.5,"{'latitude': 47.59644, 'longitude': -122.19776}","['delivery', 'pickup']",$$,"{'address1': '1606 Bellevue Way SE', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['1606 Bellevue Way SE', 'Bellevue, WA 98004']}",+14254548888,(425) 454-8888,2149.485166255854,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",37,Sw39QeTPqK289bMOniYefQ,the-melting-pot-bellevue-2,The Melting Pot,https://s3-media3.fl.yelpcdn.com/bphoto/kFGVR0uQTFJ-230uMgiG-w/o.jpg,False,https://www.yelp.com/biz/the-melting-pot-bellevue-2?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,514,"[{'alias': 'fondue', 'title': 'Fondue'}]",3.0,"{'latitude': 47.61271, 'longitude': -122.19582}",['delivery'],$$$,"{'address1': '302 108th Ave NE', 'address2': '', 'address3': None, 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['302 108th Ave NE', 'Bellevue, WA 98004']}",+14256462744,(425) 646-2744,331.5927910957561,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",38,OAtWg5s31KDVqMwB4alwqg,mod-pizza-bellevue,MOD Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/4layX9ovUnpLwLrgh1jVmA/o.jpg,False,https://www.yelp.com/biz/mod-pizza-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,510,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.0,"{'latitude': 47.6132804490471, 'longitude': -122.20178604126}",['delivery'],$,"{'address1': '317 Bellevue Way NE', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['317 Bellevue Way NE', 'Bellevue, WA 98004']}",+14254550141,(425) 455-0141,614.0238729979671,"200 110th Ave Bellevue, WA 98004"
"200 110th Ave Bellevue, WA 98004",39,bcjWiEonA4lVLf7md6N6PA,i-love-sushi-on-lake-bellevue-bellevue,I Love Sushi on Lake Bellevue,https://s3-media3.fl.yelpcdn.com/bphoto/14BOSpbRburFYCol1w0loA/o.jpg,False,https://www.yelp.com/biz/i-love-sushi-on-lake-bellevue-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,502,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 47.619163, 'longitude': -122.1818}","['delivery', 'restaurant_reservation']",$$,"{'address1': '23 Lake Bellevue Dr', 'address2': None, 'address3': '', 'city': 'Bellevue', 'zip_code': '98005', 'country': 'US', 'state': 'WA', 'display_address': ['23 Lake Bellevue Dr', 'Bellevue, WA 98005']}",+14254559090,(425) 455-9090,1023.7002633875599,"200 110th Ave Bellevue, WA 98004"
